id,region_id,region_name,name,classification_hint,official_code,capital,status,verification_status,source_url,retrieved_at,notes
gh-district-central-cape-coast-metropolitan,gh-region-central,Central,Cape Coast Metropolitan,METROPOLITAN,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-central-effutu-municipal,gh-region-central,Central,Effutu Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-central-ekumfi,gh-region-central,Central,Ekumfi,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-central-gomoa-east,gh-region-central,Central,Gomoa East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-central-gomoa-central,gh-region-central,Central,Gomoa Central,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-central-gomoa-west,gh-region-central,Central,Gomoa West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-central-komenda-edina-eguafo-abirem-municipal,gh-region-central,Central,Komenda-Edina-Eguafo-Abirem Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-central-mfantsiman-municipal,gh-region-central,Central,Mfantsiman Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-central-twifo-atti-morkwa,gh-region-central,Central,Twifo Atti Morkwa,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-central-twifo-heman-lower-denkyira,gh-region-central,Central,Twifo/Heman/Lower Denkyira,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-central-upper-denkyira-east-municipal,gh-region-central,Central,Upper Denkyira East Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-central-upper-denkyira-west,gh-region-central,Central,Upper Denkyira West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-abuakwa-north-municipal,gh-region-eastern,Eastern,Abuakwa North Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-abuakwa-south-municipal,gh-region-eastern,Eastern,Abuakwa South Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-achiase,gh-region-eastern,Eastern,Achiase,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-akuapim-north-municipal,gh-region-eastern,Eastern,Akuapim North Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-akuapim-south,gh-region-eastern,Eastern,Akuapim South,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-akyemansa,gh-region-eastern,Eastern,Akyemansa,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-asene-manso-akroso,gh-region-eastern,Eastern,Asene Manso Akroso,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-asuogyaman,gh-region-eastern,Eastern,Asuogyaman,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-atiwa-east,gh-region-eastern,Eastern,Atiwa East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-atiwa-west,gh-region-eastern,Eastern,Atiwa West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-ayensuano,gh-region-eastern,Eastern,Ayensuano,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-birim-central-municipal,gh-region-eastern,Eastern,Birim Central Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-birim-north,gh-region-eastern,Eastern,Birim North,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-birim-south,gh-region-eastern,Eastern,Birim South,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-denkyembour,gh-region-eastern,Eastern,Denkyembour,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-fanteakwa-north,gh-region-eastern,Eastern,Fanteakwa North,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-fanteakwa-south,gh-region-eastern,Eastern,Fanteakwa South,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-kwaebibirem-municipal,gh-region-eastern,Eastern,Kwaebibirem Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-kwahu-afram-plains-north,gh-region-eastern,Eastern,Kwahu Afram Plains North,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-kwahu-afram-plains-south,gh-region-eastern,Eastern,Kwahu Afram Plains South,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-kwahu-east,gh-region-eastern,Eastern,Kwahu East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-kwahu-south,gh-region-eastern,Eastern,Kwahu South,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-kwahu-west-municipal,gh-region-eastern,Eastern,Kwahu West Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-lower-manya-krobo-municipal,gh-region-eastern,Eastern,Lower Manya Krobo Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-new-juaben-north-municipal,gh-region-eastern,Eastern,New Juaben North Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-new-juaben-south-municipal,gh-region-eastern,Eastern,New Juaben South Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-nsawam-adoagyire-municipal,gh-region-eastern,Eastern,Nsawam Adoagyire Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-okere,gh-region-eastern,Eastern,Okere,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-suhum-municipal,gh-region-eastern,Eastern,Suhum Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-upper-manya-krobo,gh-region-eastern,Eastern,Upper Manya Krobo,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-upper-west-akim,gh-region-eastern,Eastern,Upper West Akim,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-west-akim-municipal,gh-region-eastern,Eastern,West Akim Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-eastern-yilo-krobo-municipal,gh-region-eastern,Eastern,Yilo Krobo Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ablekuma-central-municipal,gh-region-greater-accra,Greater Accra,Ablekuma Central Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ablekuma-north-municipal,gh-region-greater-accra,Greater Accra,Ablekuma North Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ablekuma-west-municipal,gh-region-greater-accra,Greater Accra,Ablekuma West Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-accra-metropolitan,gh-region-greater-accra,Greater Accra,Accra Metropolitan,METROPOLITAN,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ada-east,gh-region-greater-accra,Greater Accra,Ada East,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ada-west,gh-region-greater-accra,Greater Accra,Ada West,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-adenta-municipal,gh-region-greater-accra,Greater Accra,Adenta Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ashaiman-municipal,gh-region-greater-accra,Greater Accra,Ashaiman Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ayawaso-central-municipal,gh-region-greater-accra,Greater Accra,Ayawaso Central Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ayawaso-east-municipal,gh-region-greater-accra,Greater Accra,Ayawaso East Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ayawaso-north-municipal,gh-region-greater-accra,Greater Accra,Ayawaso North Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ayawaso-west-municipal,gh-region-greater-accra,Greater Accra,Ayawaso West Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ga-central-municipal,gh-region-greater-accra,Greater Accra,Ga Central Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ga-east-municipal,gh-region-greater-accra,Greater Accra,Ga East Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ga-north-municipal,gh-region-greater-accra,Greater Accra,Ga North Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ga-south-municipal,gh-region-greater-accra,Greater Accra,Ga South Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ga-west-municipal,gh-region-greater-accra,Greater Accra,Ga West Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-korle-klottey-municipal,gh-region-greater-accra,Greater Accra,Korle Klottey Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-kpone-katamanso-municipal,gh-region-greater-accra,Greater Accra,Kpone Katamanso Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-krowor-municipal,gh-region-greater-accra,Greater Accra,Krowor Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-la-dade-kotopon-municipal,gh-region-greater-accra,Greater Accra,La Dade Kotopon Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-la-nkwantanang-madina-municipal,gh-region-greater-accra,Greater Accra,La Nkwantanang Madina Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ledzokuku-municipal,gh-region-greater-accra,Greater Accra,Ledzokuku Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-ningo-prampram,gh-region-greater-accra,Greater Accra,Ningo Prampram,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-okaikwei-north-municipal,gh-region-greater-accra,Greater Accra,Okaikwei North Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-shai-osudoku,gh-region-greater-accra,Greater Accra,Shai Osudoku,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-tema-metropolitan,gh-region-greater-accra,Greater Accra,Tema Metropolitan,METROPOLITAN,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-tema-west-municipal,gh-region-greater-accra,Greater Accra,Tema West Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-greater-accra-weija-gbawe-municipal,gh-region-greater-accra,Greater Accra,Weija Gbawe Municipal,MUNICIPAL,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-north-east-bunkpurugu-nyankpanduri,gh-region-north-east,North East,Bunkpurugu-Nyankpanduri,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-north-east-chereponi,gh-region-north-east,North East,Chereponi,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-north-east-east-mamprusi,gh-region-north-east,North East,East Mamprusi,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-north-east-mamprugu-moagduri,gh-region-north-east,North East,Mamprugu-Moagduri,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-north-east-west-mamprusi,gh-region-north-east,North East,West Mamprusi,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-north-east-yunyoo-nasuan,gh-region-north-east,North East,Yunyoo-Nasuan,UNSPECIFIED,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
gh-district-northern-gushegu-district,gh-region-northern,Northern,Gushegu District,DISTRICT,,,ACTIVE,SEED_NEEDS_CANONICAL_RECONCILIATION,https://gist.github.com/allanphilipbarku/5de433868407afe6c6a2d35aa5392a2a,2026-08-28,Reference seed; verify official spelling/category/capital/code against GNHR/GSS before canonical publication.
